FundingOrgName,ProjectReference,LeadROName,Department,ProjectCategory,PISurname,PIFirstName,PIOtherNames,PI ORCID iD,StudentSurname,StudentFirstName,StudentOtherNames,Student ORCID iD,Title,StartDate,EndDate,AwardPounds,ExpenditurePounds,Region,Status,Classifications 1,Classifications 2,Classifications 3,Classifications 4,Classifications 5,Other Classifications,GTRProjectUrl,ProjectId,FundingOrgId,LeadROId,PIId
AHRC,AH/H032754/1,Cardiff University,"Sch of History, Archaeology & Religion",Research Grant,Watkinson,David,Edward,,,,,,Evidence-based Condition-Monitoring Strategy for Preservation of Heritage Iron,01/10/2010,30/04/2014,417920,,,Closed,Conservation Science,Science-Based Archaeology,,,,,https://gtr.ukri.org:443/projects?ref=AH/H032754/1,AF57FEA0-632B-4B69-92D6-813A8ACD8938,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,9C10D78F-6430-4CA7-9528-B96B0762A4C6,0AF8CB36-F73B-4A4D-B047-2B377051C14D
NERC,NE/H009922/1,University of Exeter,Geography,Research Grant,Jones,Richard,Thomas,,,,,,"Towards a Decadally-Resolved Radiocarbon Calibration for the Last Glacial Period (30,000-11,700 years ago) Using New Zealand Kauri (Agathis australis)",01/04/2010,31/12/2013,298192,,,Closed,Quaternary Science,Science-Based Archaeology,,,,,https://gtr.ukri.org:443/projects?ref=NE/H009922/1,535FBED2-70B5-4815-BB01-BBA3B1FE8307,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,961756BF-E31F-4A13-836F-0A09BA02385C,835EB76F-C4D0-48F3-9ED3-7EFBCE118D7D
NERC,NE/J010510/1,University of Bristol,Chemistry,Research Grant,Evershed,Richard,Peter,,,,,,Unravelling the Nitrogen Isotope Signal of Skeletal Collagen for Palaeodeitary Reconstruction: The Origin of the Nitrogen Isotope Trophic Level Effect,01/08/2012,30/04/2017,333987,,,Closed,Analytical Science,Palaeobiology,Prehistoric Archaeology,Protein chemistry,Science-Based Archaeology,,https://gtr.ukri.org:443/projects?ref=NE/J010510/1,F755C625-51CD-4DD3-8DA8-83B516E64E35,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,4A348A76-B2D0-4DDD-804A-CE735A6D3798,081B3E5A-9959-4EB3-8CB9-FD57379EEE0F
NERC,NE/G009880/1,University of Aberdeen,Inst of Biological and Environmental Sci,Research Grant,Meharg,Andrew,,,,,,,When was Cornish tin mined and processed in prehistory?,01/03/2009,31/08/2010,18644,,,Closed,Palaeoenvironments,Pollution,Science-Based Archaeology,,,,https://gtr.ukri.org:443/projects?ref=NE/G009880/1,8841C392-4C78-4737-9B46-22C73E28ECB3,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,F7E13617-2678-475B-99E4-31479C92038D,4A603886-D7A3-47C1-BDC2-7EEBF5952FD3
AHRC,AH/I025867/1,Durham University,Archaeology,Research Grant,Chapman,John,,,,,,,Early urbanism in prehistoric Europe?: the case of the Tripillye mega-sites,01/02/2012,30/04/2016,635953,,,Closed,Landscape & Environ. Archaeol.,Prehistoric Archaeology,,,,,https://gtr.ukri.org:443/projects?ref=AH/I025867/1,B30D2919-3473-4E7D-845C-601A416E1FED,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,46B41008-0EB4-4E28-BBFB-E98366999EC5,E564B738-8E65-49B4-B037-4E726DBAF714
AHRC,AH/H00470X/1,University of Southampton,Faculty of Humanities,Research Grant,Zakrzewski,Sonia,,http://orcid.org/0000-0003-1796-065X,,,,,Ancient Egyptian Identity,01/02/2010,31/05/2010,26841,,,Closed,Archaeological Theory,Science-Based Archaeology,,,,,https://gtr.ukri.org:443/projects?ref=AH/H00470X/1,11AABD5D-C076-459D-9C44-89F84541343F,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,30A429E3-83B7-4E41-99C0-14A144F07DFE,02DEF0DA-BB15-47AC-89DB-A750FA9FC4D8
AHRC,AH/G015570/1,Bangor University,Sch of Computer Science,Research Grant,Roberts,Jonathan,C.,,,,,,"Modelling, Interpretation and Alternate Representations: Visualization technology, Heritage Buildings &amp; Coastal Threats.",01/01/2009,31/03/2010,24339,,,Closed,Cultural History,Science-Based Archaeology,,,,,https://gtr.ukri.org:443/projects?ref=AH/G015570/1,B8791907-E77B-4CEF-81E7-DA9C89B56336,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,F9F1D136-12E3-4BE4-9668-0C9BC4A7C1BF,EA009C6A-6A71-4485-ABA5-4C1641BF0930
NERC,NE/K005243/1,Durham University,Archaeology,Research Grant,Larson,Greger,,,,,,,Deciphering dog domestication through a combined ancient DNA and geometric morphometric approach,01/10/2013,30/09/2014,443723,,,Closed,Evolution & populations,Population Genetics/Evolution,Prehistoric Archaeology,Science-Based Archaeology,,,https://gtr.ukri.org:443/projects?ref=NE/K005243/1,8A9FE3AF-AE78-48DD-B5CB-5B4675B1092B,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,46B41008-0EB4-4E28-BBFB-E98366999EC5,06B84DD4-77E3-4B3E-B5AF-D158272A24B5
AHRC,AH/R012857/1,University of Southampton,Sch of Geography & Environmental Sci,Research Grant,Brown,A G,,,,,,,"Waves of colonization around the Sea of Moyle: Linking population history, resilience and landscape change of island communities",01/10/2018,30/09/2021,809902,,,Active,Landscape & Environ. Archaeol.,Prehistoric Archaeology,Science-Based Archaeology,,,,https://gtr.ukri.org:443/projects?ref=AH/R012857/1,0574DBA2-9026-4C88-9620-74921A931160,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,30A429E3-83B7-4E41-99C0-14A144F07DFE,99B63160-1E64-4145-9463-03C3D920069B
NERC,NE/F009623/1,University of Reading,Geography and Environmental Sciences,Research Grant,Hodson,Mark,Edward,http://orcid.org/0000-0002-8166-1526,,,,,Impact of soil chemistry and diet on rates of calcite production by the earthworm Lumbricus rubellus.,01/06/2008,31/07/2009,50131,,,Closed,Biogeochemical Cycles,Science-Based Archaeology,,,,,https://gtr.ukri.org:443/projects?ref=NE/F009623/1,0536F3B9-C24E-4401-A805-91EE36C409B3,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,E89C3602-0FB4-4044-A918-58966B8A10B2,8B859AF5-6389-4F8D-A8EB-A461080ED4D1
AHRC,AH/J005436/1,University of Reading,Archaeology,Research Grant,Eckardt,Hella,,,,,,,Foreigners and locals in Roman Britain: painting a more complex picture for school children,09/01/2012,08/03/2013,61943,,,Closed,Archaeological Theory,Science-Based Archaeology,,,,,https://gtr.ukri.org:443/projects?ref=AH/J005436/1,A34DC905-E8BC-44E7-9B1E-CB912E87AAA5,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,E89C3602-0FB4-4044-A918-58966B8A10B2,F62B7C44-7F7F-4817-947C-09E6DABADE33
NERC,NE/D004535/1,University of Bristol,Chemistry,Research Grant,Evershed,Richard,Peter,,,,,,Marine Resource Exploitation and Consumption Amongst Ancient Human Populations: Unravelling the Stable Carbon Isotope Signal of Bone Collagen,01/09/2006,28/02/2011,299165,,,Closed,Palaeobiology,Palaeoenvironments,Science-Based Archaeology,,,,https://gtr.ukri.org:443/projects?ref=NE/D004535/1,EB177764-2E48-4B61-8ADA-72C54E2C3B24,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,4A348A76-B2D0-4DDD-804A-CE735A6D3798,081B3E5A-9959-4EB3-8CB9-FD57379EEE0F
AHRC,AH/H034862/1,University of East Anglia,"Art, Media and American Studies",Fellowship,Clarke,Joanne,,,,,,,The Publication of the First Phase of Archaeological and Environmental Research in Western Sahara,01/09/2010,31/12/2010,27956,,,Closed,Landscape & Environ. Archaeol.,Prehistoric Archaeology,,,,,https://gtr.ukri.org:443/projects?ref=AH/H034862/1,4B87E267-BA4E-4BBA-B2AB-B71453B0497C,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,88C5F7F9-8DCC-41C9-BC4F-F37DA01075C7,0DC46037-0704-4394-BC71-93E279B8A058
NERC,NE/H007865/1,University of Oxford,Archaeology and History of Art Res Lab,Research Grant,Ramsey,Christopher,Bronk,,,,,,"Towards a Decadally-Resolved Radiocarbon Calibration for the Last Glacial Period (30,000-11,700 years ago) Using New Zealand Kauri (Agathis australis)",01/04/2010,30/09/2013,113876,,,Closed,Quaternary Science,Science-Based Archaeology,,,,,https://gtr.ukri.org:443/projects?ref=NE/H007865/1,EC97750F-B02F-40D5-96CB-FFCB58F45E40,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,3EAE04CA-9D62-4483-B9C4-F91AD9F4C5A9,416A0E93-3D1F-4EE6-A6C2-AD5475507831
AHRC,AH/K006169/1,University of Bradford,Sch of Life Sciences,Research Grant,Wilson,Andrew,Stephen,http://orcid.org/0000-0003-1346-937X,,,,,Visualising Animal Hard Tissues,01/02/2013,31/03/2014,78009,,,Closed,Biomaterials,Palaeobiology,Science-Based Archaeology,,,,https://gtr.ukri.org:443/projects?ref=AH/K006169/1,C2CFA772-C9B5-4901-A061-9340143C8E0D,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,0838B2E1-D5E2-4ACD-AA27-D2B1BFDC124F,3085DF4A-BBDE-4860-BE64-C32C09720113
NERC,NE/F017839/1,Manchester Metropolitan University,School of Science and the Environment,Research Grant,Rhodes,Edward,John,,,,,,Biotic responses to environmental change: dwarf mammals of Mediterranean islands as evolutionary experiments in the Quaternary,01/05/2009,30/06/2011,84623,,,Closed,Palaeobiology,Palaeoenvironments,Quaternary Science,Science-Based Archaeology,,,https://gtr.ukri.org:443/projects?ref=NE/F017839/1,2A9D6145-D1E4-42E3-817C-8DDD857A9B05,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,E594FDB4-DD6F-441F-90D6-C423A2916446,B25A040F-3236-42BC-BFBF-EC91A05584AC
AHRC,AH/I003088/1,University of Cambridge,Spanish and Portuguese,Research Grant,Sinclair,Alison,Seaton,,,,,,"Wrongdoing in Spain 1800-1936: Realities, representations, reactions",01/04/2011,30/09/2014,600764,,,Closed,"Hispanic, Portguese & Latin",Science-Based Archaeology,,,,,https://gtr.ukri.org:443/projects?ref=AH/I003088/1,4022430E-5A8A-4481-A16D-6D3B34D125C3,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,D1774113-D5D2-4B7C-A412-66A90FE4B96F,C5E8EDF2-4450-47E0-8163-F0D50CE6B5AC
AHRC,AH/J006645/1,Durham University,School of Applied Social Sciences,Research Grant,Banks,Sarah,Jane,http://orcid.org/0000-0002-2529-6413,,,,,Tackling ethical issues and dilemmas in community-based participatory research: a practical resource,01/02/2012,30/09/2012,30755,,,Closed,Heritage Management,Maritime Archaeology,Social Policy,,,,https://gtr.ukri.org:443/projects?ref=AH/J006645/1,3C6ED87F-E416-42E1-B426-5F26A7EC5131,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,46B41008-0EB4-4E28-BBFB-E98366999EC5,6E9CC3B9-56B1-490A-A5A6-9F65C57E6C92
AHRC,AH/E006175/1,University of York,Archaeology,Research Grant,Richards,Julian,,http://orcid.org/0000-0003-3938-899X,,,,,"Archaeotools: Data mining, facetted classification and E-archaeology",01/09/2007,31/08/2009,321817,,,Closed,Information Sci. & Retrieval,Science-Based Archaeology,,,,,https://gtr.ukri.org:443/projects?ref=AH/E006175/1,D2B659D5-8006-45D8-A779-A6495818A87D,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,8319F78A-DCBD-49F6-BE00-78E1CD75CDA9,6F4EE152-CA56-406F-8948-CA609F1C1320
AHRC,113058/1,University of Birmingham,History and Cultures,Research Grant,Smith,David,,,,,,,Insects in the City: An Archaeoentomological Perspective on London's Past,09/01/2006,08/05/2006,14013,,,Closed,Landscape & Environ. Archaeol.,Science-Based Archaeology,,,,,https://gtr.ukri.org:443/projects?ref=113058/1,2964AF7D-D319-4C68-BC7C-83954B176D9A,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,818CD6C9-61EE-41F2-9F37-0C7A8F43E25D,F9FD88BB-D3DA-4BBD-AAC4-B8B680CFD356
NERC,NE/F000391/1,University of Warwick,Warwick HRI,Research Grant,Allaby,Robin,Graham,,,,,,Origins and evolution of ancient Egyptian cotton tracked by palaeogenomics,01/11/2007,31/01/2009,43946,,,Closed,Population Genetics/Evolution,Science-Based Archaeology,,,,,https://gtr.ukri.org:443/projects?ref=NE/F000391/1,6605CA36-E8D2-454F-947F-FC6E69D94BD5,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,B6FB652A-60C3-48DD-9A33-075D1F759B48,E50A2456-3C21-4620-8C0C-DBA64EE48972
AHRC,AH/H037357/1,University of Glamorgan,Faculty of Advanced Technology,Research Grant,Tudhope,Douglas,,,,,,,Semantic Technologies Enhancing Links and Linked data for Archaeological Resources (STELLAR),01/03/2010,01/04/2011,109802,,,Closed,Information Sci. & Retrieval,Science-Based Archaeology,,,,,https://gtr.ukri.org:443/projects?ref=AH/H037357/1,762663C7-F9CD-47DB-8E83-29AA0A4A802E,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,7B3A72B2-7C68-4D1C-A7ED-102C7805B561,FD2BB9BE-3229-4639-BC51-872026D36250
NERC,NE/D001870/1,University of Bristol,Chemistry,Research Grant,Robinson,Ruth,Alison,,,,,,"Cave guano - a new, unexploited terrestrial environmental proxy in the tropics.",01/06/2006,31/05/2009,32686,,,Closed,Palaeoenvironments,Quaternary Science,Science-Based Archaeology,,,,https://gtr.ukri.org:443/projects?ref=NE/D001870/1,696C30DE-5FBB-4A50-A709-05E723E250EC,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,4A348A76-B2D0-4DDD-804A-CE735A6D3798,1EDF8071-E8DA-46B2-BCE0-27E1D6B8A2B9
NERC,NE/F017936/1,The Natural History Museum,Earth Sciences,Research Grant,Lister,Adrian,Mark,,,,,,Biotic responses to environmental change: dwarf mammals of Mediterranean islands as evolutionary experiments in the Quaternary,01/05/2009,30/04/2013,320057,,,Closed,Palaeobiology,Palaeoenvironments,Quaternary Science,Science-Based Archaeology,,,https://gtr.ukri.org:443/projects?ref=NE/F017936/1,48E3890B-492D-4C6C-892D-7C13A610C537,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,B2F6103D-47D2-486A-8F7C-C62362BAACD9,C9EA61B6-EFA5-4679-B7E8-73E2FE6CD752
NERC,NE/H015132/1,University of Manchester,Life Sciences,Fellowship,Buckley,Michael,,,,,,,ASSESSMENT OF BIODIVERSITY IN PLEISTOCENE BRITAIN THROUGH COMPREHENSIVE SMALL-SCALE MICROSAMPLING OF VERTEBRATE FOSSIL REMAINS,09/08/2010,08/08/2013,296536,,,Closed,Palaeobiology,Palaeoenvironments,Quaternary Science,Science-Based Archaeology,,,https://gtr.ukri.org:443/projects?ref=NE/H015132/1,BFA6B9C3-78E9-4BA9-A95F-DB2840424249,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,68D0E3C9-9246-4CFC-B5E9-48584CF82993,E0CEA6BA-28F2-4893-A0FD-63F3BACFBA8C
NERC,NE/N000323/1,Cardiff University,School of Biosciences,Research Grant,Kille,Peter,,,,,,,A Worm's Trail: Implementing a collaborative network for the study of Historical and Recent Land Use and Soil Management in Neotropical Rainforests,01/01/2015,19/04/2016,37718,,,Closed,Community Ecology,Earth & environmental,Newton,Science-Based Archaeology,,,https://gtr.ukri.org:443/projects?ref=NE/N000323/1,BF9F1A06-59D4-4472-91A1-853D4D143200,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,9C10D78F-6430-4CA7-9528-B96B0762A4C6,4EC60C70-E5AF-47EB-BE72-022ABC48B8EC
NERC,NE/G005974/1,University of Warwick,Warwick HRI,Research Grant,Allaby,Robin,Graham,,,,,,Was barley locally adapted to drought conditions in ancient Nubia?,14/05/2009,13/07/2012,338358,,,Closed,Population Genetics/Evolution,Science-Based Archaeology,,,,,https://gtr.ukri.org:443/projects?ref=NE/G005974/1,ADBF4FE3-BB59-4E37-BAD9-C5408D66D57B,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,B6FB652A-60C3-48DD-9A33-075D1F759B48,E50A2456-3C21-4620-8C0C-DBA64EE48972
NERC,NE/F003250/1,University of Manchester,Life Sciences,Research Grant,Brown,Terence,Austen,,,,,,Single or multiple trajectories for the spread of maize cultivation into South America?,01/03/2008,28/02/2011,340134,,,Closed,Population Genetics/Evolution,Science-Based Archaeology,,,,,https://gtr.ukri.org:443/projects?ref=NE/F003250/1,794FC4C1-98C7-4C21-AD3E-05BD9EAFE845,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,68D0E3C9-9246-4CFC-B5E9-48584CF82993,5E1A151A-9D38-464E-9642-5479D0BB0560
AHRC,AH/D001528/1,University of Glamorgan,Faculty of Advanced Technology,Research Grant,Tudhope,Douglas,,,,,,,Semantic Tools for Archaeological Resources,08/01/2007,07/06/2010,222138,,,Closed,Information Sci. & Retrieval,Science-Based Archaeology,,,,,https://gtr.ukri.org:443/projects?ref=AH/D001528/1,E4928A20-75A7-44C4-B702-54FC6975DE49,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,7B3A72B2-7C68-4D1C-A7ED-102C7805B561,FD2BB9BE-3229-4639-BC51-872026D36250
NERC,NE/C520463/1,University of Sheffield,Archaeology,Research Grant,Sellers,William,Irvin,http://orcid.org/0000-0002-2913-5406,,,,,Hominoid energetics: could load carriage have driven the early adoption of bipedal locomotion in human evolution?,30/01/2006,29/07/2009,58842,,,Closed,Behavioural Ecology,Palaeobiology,Science-Based Archaeology,,,,https://gtr.ukri.org:443/projects?ref=NE/C520463/1,1967AE07-0D95-4DFB-8EC6-23BF01E11303,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,03D8AFBB-3EA5-4885-B036-BD4F9F4F9849,B9585634-D1B0-4CF9-AC66-B3D5D25531DC
EPSRC,EP/E024998/1,University of Bristol,Computer Science,Research Grant,Chalmers,Alan,,,,,,,A Comparative Study of the High-Fidelity Computer Reconstruction of Byzantine Art in Cyprus in the Past and Present,01/10/2006,28/02/2007,61167,,,Closed,Computer Graphics & Visual.,Science-Based Archaeology,,,,,https://gtr.ukri.org:443/projects?ref=EP/E024998/1,8950CA23-A938-41FD-8340-7A2585BFA401,798CB33D-C79E-4578-83F2-72606407192C,4A348A76-B2D0-4DDD-804A-CE735A6D3798,4E8EB4C1-E188-4F55-BAD5-C8CC9793F508
AHRC,AH/N009371/1,University of Edinburgh,Sch of Geosciences,Research Grant,Panagiotakopulu,Eva,,,,,,,"Past environments, future challenges: Fossil insects and the preservation of environmental evidence from Egyptian archaeological sites",12/02/2016,30/04/2018,31965,,,Closed,Landscape & Environ. Archaeol.,Newton,Science-Based Archaeology,,,,https://gtr.ukri.org:443/projects?ref=AH/N009371/1,C3FC6269-DBEA-4834-BA82-8AA89B611888,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,2DB7ED73-8E89-457A-A395-FAC12F929C1A,1672FF2D-96C0-44F5-AEF9-41ED1B9516EA
AHRC,AH/G015236/1,University of Huddersfield,Sch of Music Humanities & Media,Research Grant,Till,Rupert,,,,,,,Research Cluster for the Investigation of Acoustic and Musical Elements of Prehistoric Archaeological Sites in Britain,01/01/2009,31/01/2010,24486,,,Closed,Architecture HTP,Music & Society,Science-Based Archaeology,,,,https://gtr.ukri.org:443/projects?ref=AH/G015236/1,F8EFB851-D46A-454B-8A14-8A5EB8494A71,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,DC934AED-9432-4385-AEAF-006EA2369001,D07C30FD-9A78-48EF-BCCA-EBEC365D3739
NERC,NE/C520447/1,University of Manchester,Life Sciences,Research Grant,Sellers,William,Irvin,http://orcid.org/0000-0002-2913-5406,,,,,Hominoid energetics: could load carriage have driven the early adoption of bipedal locomotion in human evolution?,06/03/2006,05/09/2009,181662,,,Closed,Behavioural Ecology,Palaeobiology,Science-Based Archaeology,,,,https://gtr.ukri.org:443/projects?ref=NE/C520447/1,50F472B7-ABFA-4D55-A008-AAE43FBEF202,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,68D0E3C9-9246-4CFC-B5E9-48584CF82993,B9585634-D1B0-4CF9-AC66-B3D5D25531DC
NERC,NE/J012556/1,University of Manchester,Life Sciences,Research Grant,Sellers,William,Irvin,http://orcid.org/0000-0002-2913-5406,,,,,Markerless Motion Capture for Primate Locomotion Studies,03/09/2012,02/09/2013,36354,,,Closed,Musculoskeletal system,Science-Based Archaeology,Theoretical biology,,,,https://gtr.ukri.org:443/projects?ref=NE/J012556/1,7F83D7AC-C8BE-461D-AB19-D1B5D2A3E37C,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,68D0E3C9-9246-4CFC-B5E9-48584CF82993,B9585634-D1B0-4CF9-AC66-B3D5D25531DC
STFC,ST/R001812/1,University of Manchester,Physics and Astronomy,Research Grant,Flanagan,Kieran,Thomas,,,,,,Collinear Carbon Dating,01/11/2017,31/10/2018,87889,,,Closed,Analytical Science,Nuclear structure,Science-Based Archaeology,,,,https://gtr.ukri.org:443/projects?ref=ST/R001812/1,318486CA-7F0F-405B-8812-A4D21BE80FE4,D7F4F462-0518-4784-908A-D12633C139B3,68D0E3C9-9246-4CFC-B5E9-48584CF82993,17B09A21-960A-4F75-9DC2-8239B30C0DF6
NERC,NE/F01824X/1,University of York,Chemistry,Research Grant,Penkman,Kirsty,,http://orcid.org/0000-0002-6226-9799,,,,,Biotic responses to environmental change: dwarf mammals of Mediterranean islands as evolutionary experiments in the Quaternary,01/05/2009,30/04/2013,29914,,,Closed,Palaeobiology,Palaeoenvironments,Quaternary Science,Science-Based Archaeology,,,https://gtr.ukri.org:443/projects?ref=NE/F01824X/1,89AEA128-A2F6-4DE5-AD22-B045D483BAB7,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,8319F78A-DCBD-49F6-BE00-78E1CD75CDA9,B2040BDC-EC03-4D2B-9927-99147B929032
AHRC,AH/H018328/1,Goldsmiths College,Computing Department,Research Grant,Gillies,Marco,,,,,,,Digital Reconstruction in Archaeology and Contemporary Performance,01/10/2009,30/09/2010,12158,,,Closed,Performance & Live Art,Science-Based Archaeology,,,,,https://gtr.ukri.org:443/projects?ref=AH/H018328/1,7EE452E9-9269-4CC5-AFC7-CFCFDC1F23E4,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,A9B1866C-EE3E-4D81-A83C-118745E9433E,7BC9A903-9FEA-492B-9E8F-FF9096A5700C
NERC,NE/H01523X/1,University of Southampton,School of Geography,Research Grant,Brown,A G,,,,,,,"Rescue Excavation of Large Mammal Skeleton and Associated Stone Tools from Temporarily Exposed Section, Lake Victoria, Kenya",09/02/2010,08/07/2010,36924,,,Closed,Palaeobiology,Science-Based Archaeology,Sediment/Sedimentary Processes,,,,https://gtr.ukri.org:443/projects?ref=NE/H01523X/1,1A5DEE5B-D4FC-448B-B76D-F063C1D1C9BF,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,30A429E3-83B7-4E41-99C0-14A144F07DFE,99B63160-1E64-4145-9463-03C3D920069B
NERC,NE/E015948/1,University of Manchester,Life Sciences,Research Grant,Brown,Terence,Austen,,,,,,Agricultural origins in Southwest Asia: the pace of transition,01/01/2008,31/12/2010,479538,,,Closed,Population Genetics/Evolution,Science-Based Archaeology,,,,,https://gtr.ukri.org:443/projects?ref=NE/E015948/1,3C25AECA-47A5-4365-8A28-EDFB726C7BCE,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,68D0E3C9-9246-4CFC-B5E9-48584CF82993,5E1A151A-9D38-464E-9642-5479D0BB0560
AHRC,AH/E000916/1,Queen's University of Belfast,Geography Archaeology and Palaeoecology,Research Grant,Whitehouse,Nicola,Jane,,,,,,Making the Holocene cultural landscape; archaeological and palaeoecological perspectives from Quaternary entomology,01/02/2007,31/05/2007,23544,,,Closed,Landscape & Environ. Archaeol.,Science-Based Archaeology,,,,,https://gtr.ukri.org:443/projects?ref=AH/E000916/1,8CF4FF2A-C50F-4B97-9982-D4116478BBFC,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,EC23DA53-CA73-4104-A3F6-2A9523484E69,BAE6A8FB-91D9-41C4-BB19-6FE3306EB9AF
NERC,NE/D001501/1,University of St Andrews,Earth and Environmental Sciences,Research Grant,Bird,Michael,Ian,,,,,,"Cave guano - a new, unexploited terrestrial environmental proxy in the tropics.",01/03/2006,31/07/2009,222982,,,Closed,Palaeoenvironments,Quaternary Science,Science-Based Archaeology,,,,https://gtr.ukri.org:443/projects?ref=NE/D001501/1,9BECAD41-B0F1-45B6-861D-EB3AEC141801,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,C0E4FAD2-3C8B-410A-B6DF-3B9B9E433060,6695A591-4326-4C2F-A9D2-A6E3EBFB18C5
AHRC,113179/1,University of Bristol,School of Arts,Research Grant,Pollard,Carl,Joshua,,,,,,Avebury in Context: landscapes of monuments in Late Neolithic Britain,01/02/2006,31/05/2006,14013,,,Closed,Archaeological Theory,Landscape & Environ. Archaeol.,Prehistoric Archaeology,,,,https://gtr.ukri.org:443/projects?ref=113179/1,EBD711EB-598A-40DA-805F-050FDF64D9CA,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,4A348A76-B2D0-4DDD-804A-CE735A6D3798,FEBA9C1C-1B53-4A31-98C0-998F3D0407FA
AHRC,AH/H005722/1,University of Nottingham,Archaeology,Research Grant,Sykes,Naomi,,,,,,,Publication and Dissemination of The Fallow Deer Project,21/09/2009,20/01/2010,24708,,,Closed,Landscape & Environ. Archaeol.,Science-Based Archaeology,,,,,https://gtr.ukri.org:443/projects?ref=AH/H005722/1,C57DFB43-BC55-45A4-B199-386A722DA1CD,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,936D002F-A8D1-4A93-AE5D-825ED0903D8D,E0CD9066-8EAE-46DA-A657-76F18A764F3B
AHRC,AH/J007889/1,University of Bradford,Sch of Life Sciences,Fellowship,Becker,Katharina,,http://orcid.org/0000-0003-0086-3706,,,,,The Irish Iron Age - Beyond Celts and Romans,14/01/2013,13/04/2014,61834,,,Closed,Archaeological Theory,Landscape & Environ. Archaeol.,Prehistoric Archaeology,,,,https://gtr.ukri.org:443/projects?ref=AH/J007889/1,0A8306C9-8334-44E3-8E69-6F2592FC56DD,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,0838B2E1-D5E2-4ACD-AA27-D2B1BFDC124F,CD946D6E-F490-4CBC-849D-15F14FB38AC4
NERC,NE/H021914/1,University of Reading,Geography and Environmental Sciences,Research Grant,Hodson,Mark,Edward,http://orcid.org/0000-0002-8166-1526,,,,,Earthworm secreted calcite granules - constructing a new terrestrial palaeo-environment thermometer and quantifying carbon sequestration potential,18/10/2010,31/08/2012,358477,,,Closed,Biogeochemical Cycles,Quaternary Science,Science-Based Archaeology,,,,https://gtr.ukri.org:443/projects?ref=NE/H021914/1,B32DEC9B-2B04-4812-B18C-95C2EB1B0904,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,E89C3602-0FB4-4044-A918-58966B8A10B2,8B859AF5-6389-4F8D-A8EB-A461080ED4D1
NERC,NE/M017656/1,Cardiff University,School of Biosciences,Research Grant,Kille,Peter,,,,,,,"Hook a Worm to Catch a Man: Tracking Historical and Recent Human Settlement, Land use &amp; Migration in Neotropical Rainforests using Ecosystem Engineers",01/05/2015,30/09/2018,269691,,,Closed,Community Ecology,Earth & environmental,Science-Based Archaeology,,,,https://gtr.ukri.org:443/projects?ref=NE/M017656/1,8015D8A2-0CB8-401D-91D3-9721BE3B948A,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,9C10D78F-6430-4CA7-9528-B96B0762A4C6,4EC60C70-E5AF-47EB-BE72-022ABC48B8EC
